"Gene","Direction"
"UTP25","Hypomethylated"
"BTNL8","Hypomethylated"
"CORT","Hypomethylated"
"AC016573.1","Hypomethylated"
"AC091736.1","Hypomethylated"
"AL157831.2","Hypomethylated"
"MARCHF6","Hypomethylated"
"KCNQ1-AS1","Hypomethylated"
"DAAM2-AS1","Hypomethylated"
"EXOC3-AS1","Hypomethylated"
"PFKM","Hypomethylated"
"LINC02150","Hypomethylated"
"AFG3L2P1","Hypomethylated"
"GUCY2GP","Hypomethylated"
"BMS1","Hypomethylated"
"CHRNA9","Hypomethylated"
"AL031432.5","Hypomethylated"
"AC007785.2","Hypomethylated"
"IGSF11-AS1","Hypomethylated"
"CLCA2","Hypomethylated"
"OR2F1","Hypomethylated"
"LINC01030","Hypomethylated"
"TRPV5","Hypomethylated"
"MTERF3","Hypomethylated"
"AC002467.1","Hypomethylated"
"CBLL1","Hypomethylated"
"AC019185.1","Hypomethylated"
"ZBTB11","Hypomethylated"
"ZBTB11-AS1","Hypomethylated"
"AC024575.1","Hypomethylated"
"SWSAP1","Hypomethylated"
"MIR185","Hypomethylated"
"LINC01471","Hypomethylated"
"PRORSD1P","Hypomethylated"
"AC012358.2","Hypomethylated"
"AIF1","Hypomethylated"
"MC4R","Hypomethylated"
"GPAM","Hypomethylated"
"PYROXD1","Hypomethylated"
"OR4C6","Hypomethylated"
"SLC7A15P","Hypomethylated"
"ALDH1B1","Hypomethylated"
"LINC01473","Hypomethylated"
"LINC02446","Hypomethylated"
"LINC00690","Hypomethylated"
"MIR551A","Hypomethylated"
"TAS2R8","Hypomethylated"
"TAS2R9","Hypomethylated"
"LINC02683","Hypomethylated"
"FO393415.2","Hypomethylated"
"FAM170A","Hypomethylated"
"AL161804.1","Hypomethylated"
"ADH6","Hypomethylated"
"MOGAT2","Hypomethylated"
"MIR7847","Hypomethylated"
"OR4D10","Hypomethylated"
"TNP1","Hypomethylated"
"CEACAM22P","Hypomethylated"
"IGSF23","Hypomethylated"
"AC011524.2","Hypomethylated"
"AC009262.1","Hypomethylated"
"AC106038.2","Hypomethylated"
"ZNF559","Hypomethylated"
"RPUSD1","Hypomethylated"
"AC021506.1","Hypomethylated"
"SNHG15","Hypomethylated"
"SNORA9","Hypomethylated"
"PHF2P2","Hypomethylated"
"LINC00442","Hypomethylated"
"AC092691.1","Hypomethylated"
"ACMSD","Hypomethylated"
"AL646090.2","Hypomethylated"
"AC103853.1","Hypomethylated"
"AC009731.1","Hypomethylated"
"SNORD116-5","Hypomethylated"
"SPATA31D1","Hypomethylated"
"AL356157.1","Hypomethylated"
"ATRAID","Hypomethylated"
"ALPI","Hypomethylated"
"KRT12","Hypomethylated"
"AC020637.1","Hypomethylated"
"SCN1A","Hypomethylated"
"KIFBP","Hypomethylated"
"ACTBP14","Hypomethylated"
"ATP2B2-IT2","Hypomethylated"
"MEP1B","Hypomethylated"
"AC092793.1","Hypomethylated"
"PCDH11X","Hypomethylated"
"KRT18P11","Hypomethylated"
"AL136099.1","Hypomethylated"
"MEP1A","Hypomethylated"
"AC006296.3","Hypomethylated"
"AC092813.1","Hypomethylated"
"AC123777.1","Hypomethylated"
"LINC00681","Hypomethylated"
"MIR145","Hypomethylated"
"A4GNT","Hypomethylated"
"AL049649.1","Hypomethylated"
"AC005498.2","Hypomethylated"
"ZFP28","Hypomethylated"
"TBC1D3P7","Hypomethylated"
"MIR1234","Hypomethylated"
"MIR6849","Hypomethylated"
"LINC01682","Hypomethylated"
"AL009050.1","Hypomethylated"
"AC002069.2","Hypomethylated"
"RORA-AS2","Hypomethylated"
"AC087762.2","Hypomethylated"
"PBK","Hypomethylated"
"AC104997.1","Hypomethylated"
"H3P40","Hypomethylated"
"ZFP62","Hypomethylated"
"AL357052.1","Hypomethylated"
"RNA5SP392","Hypomethylated"
"METTL1","Hypomethylated"
"EEF1AKMT3","Hypomethylated"
"AC011266.1","Hypomethylated"
"MBL2","Hypomethylated"
"AL390254.1","Hypomethylated"
"AC078851.1","Hypomethylated"
"AC098583.2","Hypomethylated"
"POU6F2-AS2","Hypomethylated"
"AL031686.1","Hypomethylated"
"MKRN7P","Hypomethylated"
"AC103831.1","Hypomethylated"
"AL139423.2","Hypomethylated"
"SLC6A17-AS1","Hypomethylated"
"RELB","Hypomethylated"
"CRTC1P1","Hypomethylated"
"AC106712.1","Hypomethylated"
"SPATA31E1","Hypomethylated"
"CHRNA1","Hypomethylated"
"AC023034.1","Hypomethylated"
"RNA5SP19","Hypomethylated"
"AP002505.3","Hypomethylated"
"AC104561.1","Hypomethylated"
"RPL17-C18orf32","Hypomethylated"
"AC100778.3","Hypomethylated"
"RPL17","Hypomethylated"
"SNORD58A","Hypomethylated"
"SNORD58B","Hypomethylated"
"AP001372.3","Hypomethylated"
"AC012507.3","Hypomethylated"
"TOLLIP-AS1","Hypomethylated"
"GMFB","Hypomethylated"
"AL160290.1","Hypomethylated"
"AL139231.1","Hypomethylated"
"GON7","Hypomethylated"
"UBR7","Hypomethylated"
"AL138976.1","Hypomethylated"
"C12orf4","Hypomethylated"
"RAD51AP1","Hypomethylated"
"PHC3","Hypomethylated"
"LINC01508","Hypomethylated"
"LINC02443","Hypomethylated"
"TIMM10B","Hypomethylated"
"CAMK1G","Hypomethylated"
"UBE2D1","Hypomethylated"
"AC073508.1","Hypomethylated"
"LMX1A-AS1","Hypomethylated"
"AC055714.1","Hypomethylated"
"LINC01389","Hypomethylated"
"AP000619.2","Hypomethylated"
"AC105227.2","Hypomethylated"
"AC099520.2","Hypomethylated"
"NECAP2","Hypomethylated"
"RTP2","Hypomethylated"
"AC024224.2","Hypomethylated"
"CLEC9A","Hypomethylated"
"OR2L2","Hypomethylated"
"LINC01804","Hypomethylated"
"AL139352.1","Hypomethylated"
"AC073655.2","Hypomethylated"
"AL355306.2","Hypomethylated"
"MRRF","Hypomethylated"
"KIAA1586","Hypomethylated"
"AC090589.2","Hypomethylated"
"AC092114.1","Hypomethylated"
"AC098859.1","Hypomethylated"
"LINC00353","Hypomethylated"
"AL691515.1","Hypomethylated"
"MTX2","Hypomethylated"
"EIF1AD","Hypomethylated"
"BANF1","Hypomethylated"
"HAGHL","Hypomethylated"
"FAM87A","Hypomethylated"
"ZMYND19","Hypomethylated"
"AL512324.6","Hypomethylated"
"PTGFR","Hypomethylated"
"ARL13B","Hypomethylated"
"STX19","Hypomethylated"
"DSCAM-AS1","Hypomethylated"
"SLC35A5","Hypomethylated"
"IBSP","Hypomethylated"
"NEIL3","Hypomethylated"
"APBB3","Hypomethylated"
"AP003486.2","Hypomethylated"
"TPT1P5","Hypomethylated"
"AC026470.3","Hypomethylated"
"AL121895.1","Hypomethylated"
"AC007849.1","Hypomethylated"
"AC090607.5","Hypomethylated"
"AC115285.1","Hypomethylated"
"LINC01386","Hypomethylated"
"IL6R-AS1","Hypomethylated"
"VSIG10L2","Hypomethylated"
"AC008764.8","Hypomethylated"
"LINC01447","Hypomethylated"
"LINC02518","Hypomethylated"
"AC093752.1","Hypomethylated"
"CFI","Hypomethylated"
"AC026108.2","Hypomethylated"
"AC015969.1","Hypomethylated"
"PLEK","Hypomethylated"
"TMEM144","Hypomethylated"
"AC069444.1","Hypomethylated"
"RNF20","Hypomethylated"
"LIM2","Hypomethylated"
"AC079601.1","Hypomethylated"
"AC023483.1","Hypomethylated"
"SETMAR","Hypomethylated"
"AC121764.1","Hypomethylated"
"C9orf116","Hypomethylated"
"AL109984.1","Hypomethylated"
"AC108022.1","Hypomethylated"
"AC098649.1","Hypomethylated"
"PACRGL","Hypomethylated"
"LRRCC1","Hypomethylated"
"AIMP2","Hypomethylated"
"SNORA80D","Hypomethylated"
"SNORA11B","Hypomethylated"
"MORC1-AS1","Hypomethylated"
"AC055758.2","Hypomethylated"
"AC105133.1","Hypomethylated"
"AL445489.1","Hypomethylated"
"DCUN1D5","Hypomethylated"
"KLHL12","Hypomethylated"
"RNF133","Hypomethylated"
"ST13P13","Hypomethylated"
"AL031320.2","Hypomethylated"
"VDAC1P8","Hypomethylated"
"LINC01910","Hypomethylated"
"AC015849.1","Hypomethylated"
"CCL5","Hypomethylated"
"AL031121.2","Hypomethylated"
"MRLN","Hypomethylated"
"SMARCD2","Hypomethylated"
"AL122023.1","Hypomethylated"
"NUCB1","Hypomethylated"
"NUCB1-AS1","Hypomethylated"
"NME8","Hypomethylated"
"LINC01803","Hypomethylated"
"AL023803.1","Hypomethylated"
"DHX35","Hypomethylated"
"AL023803.3","Hypomethylated"
"COQ3","Hypomethylated"
"AP001360.3","Hypomethylated"
"LINC02744","Hypomethylated"
"AL356361.2","Hypomethylated"
"PGM5","Hypomethylated"
"SRD5A1","Hypomethylated"
"LINC02860","Hypomethylated"
"LINC00475","Hypomethylated"
"AL354751.2","Hypomethylated"
"SLC22A9","Hypomethylated"
"RNF17","Hypomethylated"
"AC048352.1","Hypomethylated"
"LINC02378","Hypomethylated"
"AC135012.3","Hypomethylated"
"LINC01082","Hypomethylated"
"AC078878.2","Hypomethylated"
"MIR4300HG","Hypomethylated"
"AL611929.1","Hypomethylated"
"SVIL-AS1","Hypomethylated"
"LINC00973","Hypomethylated"
"AC005343.7","Hypomethylated"
"CNTFR-AS1","Hypomethylated"
"AC122136.1","Hypomethylated"
"AL031275.1","Hypomethylated"
"MRPS33","Hypomethylated"
"OR2T10","Hypomethylated"
"C16orf97","Hypomethylated"
"AC073863.1","Hypomethylated"
"AP001981.2","Hypomethylated"
"AC034102.3","Hypomethylated"
"RPS26","Hypomethylated"
"AP001360.1","Hypomethylated"
"ATP11AUN","Hypomethylated"
"RELA","Hypomethylated"
"RPL37AP1","Hypomethylated"
"CLRN3","Hypomethylated"
"ZNF321P","Hypomethylated"
"P4HA2-AS1","Hypomethylated"
"MRPS31P2","Hypomethylated"
"CASC4P1","Hypomethylated"
"SYNGAP1-AS1","Hypomethylated"
"ZBTB9","Hypomethylated"
"AL391807.1","Hypomethylated"
"LMOD3","Hypomethylated"
"HRNR","Hypomethylated"
"AL590822.2","Hypomethylated"
"AC012055.1","Hypomethylated"
"LINC02840","Hypomethylated"
"AC022028.3","Hypomethylated"
"LINC02238","Hypomethylated"
"AC079467.1","Hypomethylated"
"MIR1469","Hypomethylated"
"LINC02797","Hypomethylated"
"LINC02241","Hypomethylated"
"AC006547.1","Hypomethylated"
"AC016746.1","Hypomethylated"
"AC011676.2","Hypomethylated"
"MYO16-AS1","Hypomethylated"
"AC007250.1","Hypomethylated"
"RNU6-1081P","Hypomethylated"
"TFAMP1","Hypomethylated"
"AL391704.1","Hypomethylated"
"TMEM202","Hypomethylated"
"RNU6-605P","Hypomethylated"
"AC137630.3","Hypomethylated"
"SKA3","Hypomethylated"
"MRPL57","Hypomethylated"
"RECK","Hypomethylated"
"PPIAP55","Hypomethylated"
"SLC45A2","Hypomethylated"
"AL158040.1","Hypomethylated"
"SLC51B","Hypomethylated"
"RNA5SP89","Hypomethylated"
"CEP63","Hypomethylated"
"AL096701.4","Hypomethylated"
"KNG1","Hypomethylated"
"YIF1A","Hypomethylated"
"ZNF337-AS1","Hypomethylated"
"SFT2D1","Hypomethylated"
"AL022069.3","Hypomethylated"
"HSPH1","Hypomethylated"
"AC005037.1","Hypomethylated"
"AL445471.1","Hypomethylated"
"AC112219.1","Hypomethylated"
"FTH1P22","Hypomethylated"
"KLF17P1","Hypomethylated"
"AC091133.1","Hypomethylated"
"AL591506.1","Hypomethylated"
"AL445183.1","Hypomethylated"
"APOA2","Hypomethylated"
"AL157756.1","Hypomethylated"
"AL035411.3","Hypomethylated"
"KIF18BP1","Hypomethylated"
"PHC2-AS1","Hypomethylated"
"AL109924.2","Hypomethylated"
"AC021818.1","Hypomethylated"
"MED8","Hypomethylated"
"SMPDL3A","Hypomethylated"
"ZCRB1","Hypomethylated"
"RNU6ATAC38P","Hypomethylated"
"AC103993.1","Hypomethylated"
"LARGE-AS1","Hypomethylated"
"ALG9-IT1","Hypomethylated"
"AL162231.1","Hypomethylated"
"AL162231.2","Hypomethylated"
"ZNF692","Hypomethylated"
"AL672291.1","Hypomethylated"
"AC006238.1","Hypomethylated"
"VAPA","Hypomethylated"
"MIR7153","Hypomethylated"
"LINC02752","Hypomethylated"
"AC009803.2","Hypomethylated"
"RNF25","Hypomethylated"
"BECN2","Hypomethylated"
"MMP12","Hypomethylated"
"CLEC4F","Hypomethylated"
"AC091100.1","Hypomethylated"
"AC009248.3","Hypomethylated"
"AC003093.1","Hypomethylated"
"HNRNPAB","Hypomethylated"
"PA2G4","Hypomethylated"
"AC034102.4","Hypomethylated"
"NKAPD1","Hypomethylated"
"TIMM8B","Hypomethylated"
"MIR6827","Hypomethylated"
"COPS5","Hypomethylated"
"CSPP1","Hypomethylated"
"LINC02052","Hypomethylated"
"AC034102.8","Hypomethylated"
"AC036108.2","Hypomethylated"
"NUP85","Hypomethylated"
"SNRK-AS1","Hypomethylated"
"AC106875.1","Hypomethylated"
"CST8","Hypomethylated"
"TARM1","Hypomethylated"
"AC083862.1","Hypomethylated"
"AC083862.2","Hypomethylated"
"MTFR2","Hypomethylated"
"AKR1D1P1","Hypomethylated"
"MIR6815","Hypomethylated"
"CCDC198","Hypomethylated"
"AC027279.1","Hypomethylated"
"AL356234.3","Hypomethylated"
"LINC02716","Hypomethylated"
"AC016745.1","Hypomethylated"
"CCR9","Hypomethylated"
"MIR138-1","Hypomethylated"
"HSPA7","Hypomethylated"
"AC079384.1","Hypomethylated"
"PCDH9-AS1","Hypomethylated"
"BTC","Hypomethylated"
"ANKRD40","Hypomethylated"
"AC005921.2","Hypomethylated"
"AL031773.1","Hypomethylated"
"AL589765.2","Hypomethylated"
"AL589765.5","Hypomethylated"
"COMMD1","Hypomethylated"
"AL450344.3","Hypomethylated"
"AC097652.1","Hypomethylated"
"CENPBD1","Hypomethylated"
"KLF1","Hypomethylated"
"IGLL1","Hypomethylated"
"AP000345.2","Hypomethylated"
"AC012184.4","Hypomethylated"
"AC084375.1","Hypomethylated"
"RN7SL504P","Hypomethylated"
"AC022540.1","Hypomethylated"
"MRPL35P3","Hypomethylated"
"CD53","Hypomethylated"
"AL357558.1","Hypomethylated"
"AP000281.1","Hypomethylated"
"AC093802.2","Hypomethylated"
"AL590550.1","Hypomethylated"
"RNA5SP209","Hypomethylated"
"ACTL6A","Hypomethylated"
"LINC01771","Hypomethylated"
"AC011005.1","Hypomethylated"
"BNIP2","Hypomethylated"
"LINC01805","Hypomethylated"
"IL1F10","Hypomethylated"
"TUBB3P1","Hypomethylated"
"POLR1B","Hypomethylated"
"ZNF791","Hypomethylated"
"AP001318.2","Hypomethylated"
"AC004687.3","Hypomethylated"
"AC092881.2","Hypomethylated"
"ATP13A4-AS1","Hypomethylated"
"SIVA1","Hypomethylated"
"AL583722.1","Hypomethylated"
"LINC01104","Hypomethylated"
"SART3","Hypomethylated"
"AC008119.1","Hypomethylated"
"PIKFYVE","Hypomethylated"
"FKBP7","Hypomethylated"
"PLEKHA3","Hypomethylated"
"HOMER2P2","Hypomethylated"
"LINC00226","Hypomethylated"
"AC096996.2","Hypomethylated"
"MIR4270","Hypomethylated"
"CLPS","Hypomethylated"
"LINC02552","Hypomethylated"
"AL117209.1","Hypomethylated"
"AC007557.4","Hypomethylated"
"VPS36","Hypomethylated"
"AC073176.1","Hypomethylated"
"SNORD116-15","Hypomethylated"
"SNORD116-16","Hypomethylated"
"SNORD116-17","Hypomethylated"
"CCNT1","Hypomethylated"
"CD207","Hypomethylated"
"MGC32805","Hypomethylated"
"AC104619.4","Hypomethylated"
"GPR65","Hypomethylated"
"TBP","Hypomethylated"
"UGDH","Hypomethylated"
"UGDH-AS1","Hypomethylated"
"MAP9","Hypomethylated"
"CYP2B7P","Hypomethylated"
"AC009078.1","Hypomethylated"
"AL353752.2","Hypomethylated"
"ENTHD1","Hypomethylated"
"AC083849.1","Hypomethylated"
"OR2B2","Hypomethylated"
"AC024581.1","Hypomethylated"
"AL135936.1","Hypomethylated"
"TMEM271","Hypomethylated"
"AC021087.4","Hypomethylated"
"KRTAP6-2","Hypomethylated"
"AC073167.1","Hypomethylated"
"SNORD15B","Hypomethylated"
"GFRA4","Hypomethylated"
"AC004233.1","Hypomethylated"
"AC004233.4","Hypomethylated"
"AC004233.2","Hypomethylated"
"LINC02387","Hypomethylated"
"GOLGA2P10","Hypomethylated"
"UTP23","Hypomethylated"
"GOLGA8B","Hypomethylated"
"CNTN4-AS1","Hypomethylated"
"AL035078.2","Hypomethylated"
"AL121885.1","Hypomethylated"
"AL390071.1","Hypomethylated"
"AC013553.3","Hypomethylated"
"CNIH3-AS1","Hypomethylated"
"GC","Hypomethylated"
"AC093305.1","Hypomethylated"
"AC005342.2","Hypomethylated"
"NOP16","Hypomethylated"
"HIGD2A","Hypomethylated"
"TUG1","Hypomethylated"
"AC004542.5","Hypomethylated"
"AC004542.4","Hypomethylated"
"ARL14EPL","Hypomethylated"
"CDKN3","Hypomethylated"
"RARRES2","Hypomethylated"
"ZNF644","Hypomethylated"
"MEN1","Hypomethylated"
"HTR3E-AS1","Hypomethylated"
"HTR3E","Hypomethylated"
"MIR1250","Hypomethylated"
"SMCO3","Hypomethylated"
"AC097713.1","Hypomethylated"
"LINC01891","Hypomethylated"
"OR5B3","Hypomethylated"
"AC006504.2","Hypomethylated"
"AC005062.1","Hypomethylated"
"LINC00574","Hypomethylated"
"NPAS2-AS1","Hypomethylated"
"MIR1265","Hypomethylated"
"AC016394.2","Hypomethylated"
"DNAJC9-AS1","Hypomethylated"
"MRPS16","Hypomethylated"
"SHMT1","Hypomethylated"
"SLC35D2","Hypomethylated"
"LINC01657","Hypomethylated"
"AC105227.1","Hypomethylated"
"RAD1","Hypomethylated"
"AL136322.1","Hypomethylated"
"MIR4491","Hypomethylated"
"MIS18BP1","Hypomethylated"
"AC093765.3","Hypomethylated"
"PCBD1","Hypomethylated"
"TAF10","Hypomethylated"
"AC091564.3","Hypomethylated"
"AC076966.2","Hypomethylated"
"OR5BA1P","Hypomethylated"
"AC092905.1","Hypomethylated"
"AC093424.1","Hypomethylated"
"HNF4A-AS1","Hypomethylated"
"AL117382.2","Hypomethylated"
"NMNAT1P3","Hypomethylated"
"NCAPG2","Hypomethylated"
"AL365295.2","Hypomethylated"
"DNAJB4","Hypomethylated"
"AC125603.1","Hypomethylated"
"SNRPD1","Hypomethylated"
"GAPDHP50","Hypomethylated"
"CHRNA2","Hypomethylated"
"PPBPP2","Hypomethylated"
"AL645944.2","Hypomethylated"
"AL139039.3","Hypomethylated"
"AL139039.1","Hypomethylated"
"AL355334.2","Hypomethylated"
"MIR4678","Hypomethylated"
"MINPP1","Hypomethylated"
"NCR3","Hypomethylated"
"AL591043.2","Hypomethylated"
"TPD52L3","Hypomethylated"
"AC092296.1","Hypomethylated"
"AC092296.4","Hypomethylated"
"TOMM40L","Hypomethylated"
"LINC01931","Hypomethylated"
"SLC30A6","Hypomethylated"
"DDX51","Hypomethylated"
"RPL35A","Hypomethylated"
"AC092687.1","Hypomethylated"
"LINC01486","Hypomethylated"
"C9orf57","Hypomethylated"
"AL583829.1","Hypomethylated"
"LINC02120","Hypomethylated"
"AC105101.2","Hypomethylated"
"FGA","Hypomethylated"
"CETP","Hypomethylated"
"ZNF883","Hypomethylated"
"AC068733.2","Hypomethylated"
"CSNK2A3","Hypomethylated"
"LINC01799","Hypomethylated"
"LINCMD1","Hypomethylated"
"MIR133B","Hypomethylated"
"AC090398.1","Hypomethylated"
"C2-AS1","Hypomethylated"
"LINC02857","Hypomethylated"
"WNT8A","Hypomethylated"
"AC004877.1","Hypomethylated"
"LINC01556","Hypomethylated"
"AP003027.1","Hypomethylated"
"AL355073.1","Hypomethylated"
"RTEL1P1","Hypomethylated"
"APOD","Hypomethylated"
"SIMC1","Hypomethylated"
"AGA","Hypomethylated"
"SRGAP3-AS3","Hypomethylated"
"SLC36A2","Hypomethylated"
"AC018398.2","Hypomethylated"
"AL136309.2","Hypomethylated"
"MRPL13","Hypomethylated"
"FOLR2","Hypomethylated"
"CCNT2","Hypomethylated"
"LINC01786","Hypomethylated"
"SPATA4","Hypomethylated"
"MIEF2","Hypomethylated"
"APOC3","Hypomethylated"
"FSD2","Hypomethylated"
"AC110275.1","Hypomethylated"
"FNTA","Hypomethylated"
"PRG3","Hypomethylated"
"AC107222.2","Hypomethylated"
"ZKSCAN5","Hypomethylated"
"AC027281.1","Hypomethylated"
"AC021683.1","Hypomethylated"
"ERH","Hypomethylated"
"SLC39A9","Hypomethylated"
"AC011754.2","Hypomethylated"
"AL592494.1","Hypomethylated"
"AC119676.1","Hypomethylated"
"BICRA-AS1","Hypomethylated"
"NUDT2","Hypomethylated"
"RNF112","Hypomethylated"
"RSC1A1","Hypomethylated"
"PSMA1","Hypomethylated"
"TEX37","Hypomethylated"
"AP002884.3","Hypomethylated"
"SLC1A2-AS1","Hypomethylated"
"OR51D1","Hypomethylated"
"AC008655.2","Hypomethylated"
"CTBP2P8","Hypomethylated"
"AC024619.1","Hypomethylated"
"UNC80","Hypomethylated"
"SNAI1P1","Hypomethylated"
"DNAI4","Hypomethylated"
"OIT3","Hypomethylated"
"ACRV1","Hypomethylated"
"LINC02247","Hypomethylated"
"PHBP11","Hypomethylated"
"SNHG11","Hypomethylated"
"SNORA71E","Hypomethylated"
"SNORA60","Hypomethylated"
"UBE2G2","Hypomethylated"
"LINC01179","Hypomethylated"
"GRM7-AS1","Hypomethylated"
"TGFB3-AS1","Hypomethylated"
"ZNF474-AS1","Hypomethylated"
"AC027801.4","Hypomethylated"
"AC009509.1","Hypomethylated"
"AC096861.2","Hypomethylated"
"KRT18P59","Hypomethylated"
"PIAS3","Hypomethylated"
"MIR7-2","Hypomethylated"
"MIR5100","Hypomethylated"
"LINC00240","Hypomethylated"
"LINC02658","Hypomethylated"
"RHEBL1","Hypomethylated"
"LINC02045","Hypomethylated"
"LINC02046","Hypomethylated"
"TMEM254-AS1","Hypomethylated"
"TMEM254","Hypomethylated"
"TRIM7-AS1","Hypomethylated"
"DNAJC12","Hypomethylated"
"AC010210.1","Hypomethylated"
"NUDT16P1","Hypomethylated"
"ZNF837","Hypomethylated"
"GDF5-AS1","Hypomethylated"
"PRKAG1","Hypomethylated"
"AL513523.1","Hypomethylated"
"PRAMEF12","Hypomethylated"
"LINC01890","Hypomethylated"
"MIR1252","Hypomethylated"
"MIR96","Hypomethylated"
"MIR183","Hypomethylated"
"RPL6","Hypomethylated"
"AL021026.1","Hypomethylated"
"LINC01160","Hypomethylated"
"AC022441.2","Hypomethylated"
"AC138430.2","Hypomethylated"
"LACTB","Hypomethylated"
"MIR346","Hypomethylated"
"TMX1","Hypomethylated"
"AP000445.1","Hypomethylated"
"CARD16","Hypomethylated"
"BCS1L","Hypomethylated"
"AC018845.1","Hypomethylated"
"AC018845.2","Hypomethylated"
"S1PR4","Hypomethylated"
"MIR600","Hypomethylated"
"AF131215.3","Hypomethylated"
"FOXL1","Hypomethylated"
"OR13G1","Hypomethylated"
"CRNKL1","Hypomethylated"
"AC002553.1","Hypomethylated"
"MIR4697","Hypomethylated"
"CIDECP1","Hypomethylated"
"FANCD2","Hypomethylated"
"FAM238C","Hypomethylated"
"UMPS","Hypomethylated"
"AL590644.2","Hypomethylated"
"AL138762.1","Hypomethylated"
"SLF2","Hypomethylated"
"UQCC3","Hypomethylated"
"AL391832.1","Hypomethylated"
"ESCO2","Hypomethylated"
"RNU6-1276P","Hypomethylated"
"AC079030.1","Hypomethylated"
"AF131215.4","Hypomethylated"
"OR4E2","Hypomethylated"
"AC011444.3","Hypomethylated"
"AC090386.1","Hypomethylated"
"RPS7P10","Hypomethylated"
"PLA2G4E-AS1","Hypomethylated"
"RNU6-1146P","Hypomethylated"
"MIR601","Hypomethylated"
"EMSY","Hypomethylated"
"ARMH2","Hypomethylated"
"AL512428.1","Hypomethylated"
"LINC01324","Hypomethylated"
"LINC02227","Hypomethylated"
"TMEM67","Hypomethylated"
"UBQLN1","Hypomethylated"
"AC113167.1","Hypomethylated"
"NRADDP","Hypomethylated"
"SSX2IP","Hypomethylated"
"OR2T2","Hypomethylated"
"RNU6-572P","Hypomethylated"
"PIRT","Hypomethylated"
"AP003555.1","Hypomethylated"
"AC013480.1","Hypomethylated"
"AC093912.1","Hypomethylated"
"AL136501.1","Hypomethylated"
"GTPBP4","Hypomethylated"
"AC105402.1","Hypomethylated"
"AC007652.1","Hypomethylated"
"AC006022.1","Hypomethylated"
"AC023347.1","Hypomethylated"
"SLC6A14P3","Hypomethylated"
"OR6B3","Hypomethylated"
"CPHL1P","Hypomethylated"
"AC124248.2","Hypomethylated"
"GFUS","Hypomethylated"
"ARHGDIA","Hypomethylated"
"AC145207.2","Hypomethylated"
"CCDC152","Hypomethylated"
"AL512506.3","Hypomethylated"
"NRAD1","Hypomethylated"
"LINC02790","Hypomethylated"
"AP002784.1","Hypomethylated"
"COQ7","Hypomethylated"
"AC099398.1","Hypomethylated"
"SERPINB2","Hypomethylated"
"WDR92","Hypomethylated"
"AC092958.1","Hypomethylated"
"AL035696.3","Hypomethylated"
"AL035696.4","Hypomethylated"
"AC068987.3","Hypomethylated"
"PDCD6","Hypomethylated"
"VPS33A","Hypomethylated"
"HESX1","Hypomethylated"
"TYMP","Hypomethylated"
"SVIP","Hypomethylated"
"C2orf69P4","Hypomethylated"
"FAM71C","Hypomethylated"
"HRG","Hypomethylated"
"RPL18P11","Hypomethylated"
"SLC25A38","Hypomethylated"
"LINC02400","Hypomethylated"
"AC006970.1","Hypomethylated"
"ZNF266","Hypomethylated"
"AL080315.1","Hypomethylated"
"GLYR1","Hypomethylated"
"AC111152.2","Hypomethylated"
"LINC00896","Hypomethylated"
"AL033504.1","Hypomethylated"
"Z84486.1","Hypomethylated"
"AP000146.1","Hypomethylated"
"AP001922.2","Hypomethylated"
"BX322557.2","Hypomethylated"
"ATG9A","Hypomethylated"
